('6677f9697acf35542d8eeb54', 'WRO', 'TZL', 100, '2024-06-25', '04:39:00', 'Air France', '9 hours', 352)
('6677f9af7acf35542d8ef6fa', 'ZTH', 'MAA', 100, '2024-06-27', '14:58:00', 'EasyJet', '2 hours', 269)
('6677f9b07acf35542d8ef6fd', 'AXM', 'HBA', 100, '2024-06-28', '16:49:00', 'British Airways', '5 hours', 39)
('6677f9b07acf35542d8ef6fe', 'AXM', 'GMZ', 100, '2024-07-01', '23:58:00', 'EasyJet', '10 hours', 72)
('6677f9b07acf35542d8ef6ff', 'AXM', 'BLZ', 100, '2024-06-28', '00:05:00', 'Air France', '3 hours', 241)
('6677f9b07acf35542d8ef702', 'SON', 'PHL', 100, '2024-06-28', '04:40:00', 'Lufthansa', '10 hours', 69)
('6677f9b07acf35542d8ef703', 'SON', 'SRE', 100, '2024-07-02', '05:43:00', 'Ryanair', '3 hours', 130)
('6677f9b07acf35542d8ef704', 'SON', 'BOD', 100, '2024-06-30', '22:40:00', 'British Airways', '1 hours', 366)
('6677f9b07acf35542d8ef705', 'SON', 'AAE', 100, '2024-06-29', '17:30:00', 'Air France', '6 hours', 391)
('6677f9b07acf35542d8ef707', 'JUJ', 'MZO', 100, '2024-07-02', '19:30:00', 'British Airways', '2 hours', 304)
('6677f9b07acf35542d8ef708', 'JUJ', 'THR', 100, '2024-06-27', '22:23:00', 'Ryanair', '7 hours', 226)
('6677f9b07acf35542d8ef709', 'JUJ', 'HAN', 100, '2024-07-03', '07:16:00', 'Air France', '6 hours', 210)
('6677f9b07acf35542d8ef70a', 'JUJ', 'BGX', 100, '2024-06-30', '16:29:00', 'Lufthansa', '14 hours', 431)
('6677f9b07acf35542d8ef70c', 'CRK', 'GBT', 100, '2024-06-27', '01:20:00', 'Air France', '13 hours', 436)
('6677f9b07acf35542d8ef70d', 'CRK', 'KRR', 100, '2024-06-30', '16:13:00', 'British Airways', '1 hours', 298)
('6677f9b07acf35542d8ef70e', 'CRK', 'MMK', 100, '2024-06-29', '06:13:00', 'British Airways', '11 hours', 363)
('6677f9b07acf35542d8ef70f', 'CRK', 'TPS', 100, '2024-06-27', '19:05:00', 'EasyJet', '12 hours', 224)
('6677f9b07acf35542d8ef711', 'DVO', 'KIN', 100, '2024-07-03', '21:49:00', 'Lufthansa', '13 hours', 277)
('6677f9b07acf35542d8ef712', 'DVO', 'LIG', 100, '2024-07-01', '14:46:00', 'EasyJet', '14 hours', 332)
('6677f9b07acf35542d8ef713', 'DVO', 'ERF', 100, '2024-07-01', '14:34:00', 'Lufthansa', '13 hours', 343)
('6677f9b07acf35542d8ef714', 'DVO', 'LIM', 100, '2024-07-03', '04:35:00', 'Air France', '4 hours', 148)
('6677f9b07acf35542d8ef716', 'NAN', 'LVI', 100, '2024-06-28', '04:51:00', 'Lufthansa', '6 hours', 125)
('6677f9b07acf35542d8ef717', 'NAN', 'DXB', 100, '2024-06-24', '19:31:00', 'EasyJet', '14 hours', 473)
('6677f9b17acf35542d8ef71b', 'TPE', 'CCS', 100, '2024-06-29', '16:20:00', 'EasyJet', '11 hours', 451)
('6677f9b17acf35542d8ef71c', 'TPE', 'RVY', 100, '2024-07-03', '19:47:00', 'British Airways', '5 hours', 314)
('6677f9b17acf35542d8ef71d', 'TPE', 'PWM', 100, '2024-06-27', '10:16:00', 'EasyJet', '3 hours', 151)
('6677f9b17acf35542d8ef720', 'ONT', 'SCO', 100, '2024-06-28', '11:04:00', 'British Airways', '3 hours', 267)
('6677f9b17acf35542d8ef721', 'ONT', 'TBZ', 100, '2024-07-01', '18:36:00', 'Ryanair', '1 hours', 309)
('6677f9b17acf35542d8ef722', 'ONT', 'UIO', 100, '2024-06-27', '20:05:00', 'British Airways', '10 hours', 85)
('6677f9b17acf35542d8ef725', 'DSS', 'TRU', 100, '2024-06-28', '23:54:00', 'Ryanair', '1 hours', 251)
('6677f9b17acf35542d8ef72a', 'SZZ', 'FLL', 100, '2024-06-27', '12:31:00', 'Ryanair', '8 hours', 153)
('6677f9b17acf35542d8ef72f', 'LIS', 'EXT', 100, '2024-06-27', '08:13:00', 'British Airways', '1 hours', 433)
('6677f9b17acf35542d8ef730', 'LIS', 'SLD', 100, '2024-07-01', '09:57:00', 'EasyJet', '3 hours', 181)
('6677f9b17acf35542d8ef731', 'LIS', 'AXD', 100, '2024-07-03', '19:16:00', 'Ryanair', '6 hours', 82)
('6677f9b17acf35542d8ef732', 'LIS', 'TRS', 100, '2024-06-30', '02:16:00', 'Air France', '13 hours', 497)
('6677f9b17acf35542d8ef734', 'CFE', 'SHA', 100, '2024-06-30', '11:09:00', 'Lufthansa', '5 hours', 457)
('6677f9b17acf35542d8ef739', 'UAL', 'PPS', 100, '2024-06-26', '18:54:00', 'Ryanair', '14 hours', 321)
('6677f9b17acf35542d8ef73a', 'UAL', 'CTA', 100, '2024-07-03', '09:24:00', 'British Airways', '8 hours', 181)
('6677f9b17acf35542d8ef73e', 'SVQ', 'AAP', 100, '2024-06-24', '10:57:00', 'Lufthansa', '6 hours', 471)
('6677f9b27acf35542d8ef743', 'AAE', 'ROR', 100, '2024-06-29', '13:49:00', 'Lufthansa', '3 hours', 296)
('6677f9b27acf35542d8ef744', 'AAE', 'TRW', 100, '2024-06-24', '21:48:00', 'Ryanair', '14 hours', 183)
('6677f9b27acf35542d8ef748', 'GVA', 'SSG', 100, '2024-06-30', '00:29:00', 'EasyJet', '6 hours', 243)
('6677f9b27acf35542d8ef749', 'GVA', 'ONT', 100, '2024-06-26', '11:05:00', 'British Airways', '13 hours', 43)
('6677f9b27acf35542d8ef74a', 'GVA', 'NUE', 100, '2024-07-03', '01:39:00', 'Ryanair', '1 hours', 154)
('6677f9b27acf35542d8ef74b', 'GVA', 'VLI', 100, '2024-06-28', '11:55:00', 'Air France', '8 hours', 380)
('6677f9b27acf35542d8ef74d', 'TLS', 'CZX', 100, '2024-06-26', '22:35:00', 'British Airways', '4 hours', 227)
('6677f9b27acf35542d8ef74e', 'TLS', 'SPN', 100, '2024-07-02', '06:27:00', 'Ryanair', '6 hours', 209)
('6677f9b27acf35542d8ef74f', 'TLS', 'ODS', 100, '2024-07-01', '14:31:00', 'Lufthansa', '12 hours', 489)
('6677f9b27acf35542d8ef750', 'TLS', 'HGH', 100, '2024-06-27', '22:04:00', 'Lufthansa', '13 hours', 438)
('6677f9b27acf35542d8ef752', 'BTS', 'BUF', 100, '2024-06-29', '11:42:00', 'Air France', '5 hours', 393)
('6677f9b27acf35542d8ef753', 'BTS', 'PEG', 100, '2024-06-30', '20:18:00', 'Air France', '8 hours', 308)
('6677f9b27acf35542d8ef757', 'YYT', 'ETZ', 100, '2024-06-28', '14:26:00', 'EasyJet', '13 hours', 236)
('6677f9b27acf35542d8ef758', 'YYT', 'AGA', 100, '2024-06-24', '03:29:00', 'Lufthansa', '5 hours', 374)
('6677f9b27acf35542d8ef759', 'YYT', 'OAK', 100, '2024-07-01', '20:32:00', 'Lufthansa', '10 hours', 282)
('6677f9b27acf35542d8ef75c', 'LCA', 'PMC', 100, '2024-06-26', '04:43:00', 'Ryanair', '4 hours', 169)
('6677f9b27acf35542d8ef761', 'GMZ', 'ETM', 100, '2024-06-24', '14:15:00', 'EasyJet', '14 hours', 57)
('6677f9b27acf35542d8ef762', 'GMZ', 'PDP', 100, '2024-07-02', '11:09:00', 'Ryanair', '5 hours', 223)
('6677f9b27acf35542d8ef766', 'LIM', 'NAP', 100, '2024-06-25', '00:22:00', 'EasyJet', '7 hours', 401)
('6677f9b27acf35542d8ef767', 'LIM', 'CWL', 100, '2024-07-03', '16:59:00', 'Ryanair', '9 hours', 493)
('6677f9b27acf35542d8ef768', 'LIM', 'CHQ', 100, '2024-07-02', '21:36:00', 'Lufthansa', '12 hours', 398)
('6677f9b37acf35542d8ef76b', 'LUX', 'GZT', 100, '2024-06-27', '00:05:00', 'Air France', '14 hours', 426)
('6677f9b37acf35542d8ef76c', 'LUX', 'LLW', 100, '2024-06-29', '00:47:00', 'Ryanair', '14 hours', 336)
('6677f9b37acf35542d8ef770', 'AGP', 'CCS', 100, '2024-06-24', '19:56:00', 'Ryanair', '5 hours', 444)
('6677f9b37acf35542d8ef771', 'AGP', 'LIM', 100, '2024-06-28', '01:18:00', 'EasyJet', '14 hours', 426)
('6677f9b37acf35542d8ef775', 'KHI', 'HER', 100, '2024-06-26', '15:15:00', 'Air France', '4 hours', 447)
('6677f9b37acf35542d8ef776', 'KHI', 'KUT', 100, '2024-07-03', '05:24:00', 'British Airways', '12 hours', 339)
('6677f9b37acf35542d8ef77a', 'ADB', 'CIT', 100, '2024-07-01', '22:11:00', 'Air France', '3 hours', 204)
('6677f9b37acf35542d8ef77b', 'ADB', 'KWI', 100, '2024-07-03', '18:05:00', 'Lufthansa', '7 hours', 54)
('6677f9b37acf35542d8ef77c', 'ADB', 'DZO', 100, '2024-06-27', '05:31:00', 'Lufthansa', '7 hours', 185)
('6677f9b37acf35542d8ef77d', 'ADB', 'HRB', 100, '2024-06-24', '16:01:00', 'British Airways', '5 hours', 248)
('6677f9b37acf35542d8ef77f', 'CMW', 'LRM', 100, '2024-06-26', '11:27:00', 'Air France', '6 hours', 402)
('6677f9b37acf35542d8ef780', 'CMW', 'PZY', 100, '2024-06-26', '21:33:00', 'EasyJet', '7 hours', 132)
('6677f9b37acf35542d8ef781', 'CMW', 'UTH', 100, '2024-06-24', '17:10:00', 'Ryanair', '9 hours', 490)
('6677f9b37acf35542d8ef782', 'CMW', 'NAV', 100, '2024-06-29', '13:16:00', 'Air France', '3 hours', 55)
('6677f9b37acf35542d8ef784', 'KHD', 'CLO', 100, '2024-06-26', '03:09:00', 'Lufthansa', '12 hours', 479)
('6677f9b37acf35542d8ef785', 'KHD', 'CEE', 100, '2024-06-30', '03:57:00', 'Ryanair', '6 hours', 211)
('6677f9b37acf35542d8ef786', 'KHD', 'DRW', 100, '2024-06-25', '09:30:00', 'British Airways', '1 hours', 492)
('6677f9b37acf35542d8ef787', 'KHD', 'CFG', 100, '2024-07-03', '00:33:00', 'Ryanair', '4 hours', 278)
('6677f9b37acf35542d8ef789', 'KGS', 'HAH', 100, '2024-06-30', '23:44:00', 'Air France', '7 hours', 422)
('6677f9b37acf35542d8ef78e', 'CBR', 'WUX', 100, '2024-06-27', '00:13:00', 'EasyJet', '3 hours', 498)
('6677f9b37acf35542d8ef78f', 'CBR', 'MSQ', 100, '2024-06-30', '08:52:00', 'Ryanair', '11 hours', 465)
('6677f9b37acf35542d8ef790', 'CBR', 'RDU', 100, '2024-07-02', '07:38:00', 'Ryanair', '12 hours', 235)
('6677f9b37acf35542d8ef793', 'LJU', 'DJG', 100, '2024-06-24', '12:01:00', 'British Airways', '9 hours', 256)
('6677f9b37acf35542d8ef794', 'LJU', 'NCE', 100, '2024-06-28', '15:24:00', 'EasyJet', '2 hours', 212)
('6677f9b37acf35542d8ef795', 'LJU', 'OPO', 100, '2024-06-25', '13:56:00', 'British Airways', '10 hours', 451)
('6677f9b47acf35542d8ef798', 'SJJ', 'TRN', 100, '2024-06-25', '07:25:00', 'Lufthansa', '1 hours', 218)
('6677f9b47acf35542d8ef799', 'SJJ', 'TRS', 100, '2024-07-01', '09:34:00', 'Lufthansa', '11 hours', 88)
('6677f9b47acf35542d8ef79d', 'REC', 'CMB', 100, '2024-07-02', '03:34:00', 'Air France', '9 hours', 462)
('6677f9b47acf35542d8ef7a2', 'TFS', 'TNR', 100, '2024-06-26', '17:04:00', 'British Airways', '10 hours', 331)
('6677f9b47acf35542d8ef7a3', 'TFS', 'SJC', 100, '2024-06-28', '13:27:00', 'Air France', '12 hours', 267)
('6677f9b47acf35542d8ef7a4', 'TFS', 'TPE', 100, '2024-06-29', '12:09:00', 'British Airways', '5 hours', 200)
('6677f9b47acf35542d8ef7a5', 'TFS', 'SCO', 100, '2024-06-29', '02:41:00', 'EasyJet', '12 hours', 439)
('6677f9b47acf35542d8ef7a7', 'BND', 'HRI', 100, '2024-07-03', '01:00:00', 'British Airways', '9 hours', 254)
('6677f9b57acf35542d8ef7ac', 'DTM', 'BUQ', 100, '2024-07-02', '01:04:00', 'Air France', '1 hours', 392)
('6677f9b57acf35542d8ef7ad', 'DTM', 'BRM', 100, '2024-06-26', '04:11:00', 'Lufthansa', '12 hours', 199)
('6677f9b57acf35542d8ef7b1', 'GEM', 'ANR', 100, '2024-06-24', '09:54:00', 'Lufthansa', '3 hours', 71)
('6677f9b57acf35542d8ef7b2', 'GEM', 'CGQ', 100, '2024-06-24', '05:38:00', 'Ryanair', '2 hours', 379)
('6677f9b57acf35542d8ef7b3', 'GEM', 'LJU', 100, '2024-06-24', '16:10:00', 'Air France', '7 hours', 40)
('6677f9b57acf35542d8ef7b4', 'GEM', 'LAS', 100, '2024-06-24', '17:21:00', 'Air France', '13 hours', 371)
('6677f9b57acf35542d8ef7b6', 'NQZ', 'KTM', 100, '2024-06-27', '12:09:00', 'Air France', '3 hours', 255)
('6677f9b57acf35542d8ef7b7', 'NQZ', 'UET', 100, '2024-07-01', '00:55:00', 'Air France', '4 hours', 108)
('6677f9b57acf35542d8ef7b8', 'NQZ', 'PZO', 100, '2024-06-28', '17:15:00', 'Ryanair', '2 hours', 296)
('6677f9b57acf35542d8ef7bb', 'KVO', 'LIS', 100, '2024-07-03', '06:54:00', 'EasyJet', '6 hours', 272)
('6677f9b57acf35542d8ef7c0', 'ZYL', 'JRO', 100, '2024-06-29', '07:52:00', 'Ryanair', '9 hours', 179)
('6677f9b57acf35542d8ef7c1', 'ZYL', 'MLZ', 100, '2024-06-27', '01:02:00', 'British Airways', '9 hours', 326)
('6677f9b57acf35542d8ef7c2', 'ZYL', 'SJC', 100, '2024-07-01', '17:07:00', 'Ryanair', '3 hours', 123)
('6677f9b57acf35542d8ef7c3', 'ZYL', 'AOI', 100, '2024-06-26', '01:33:00', 'Air France', '3 hours', 91)
('6677f9b57acf35542d8ef7c5', 'EGS', 'POP', 100, '2024-06-24', '00:00:00', 'EasyJet', '2 hours', 71)
('6677f9b57acf35542d8ef7c6', 'EGS', 'ZYL', 100, '2024-06-27', '21:42:00', 'British Airways', '7 hours', 137)
('6677f9b57acf35542d8ef7ca', 'BSA', 'ODS', 100, '2024-07-02', '18:48:00', 'Ryanair', '8 hours', 196)
('6677f9b57acf35542d8ef7cf', 'SLZ', 'PHL', 100, '2024-06-27', '21:39:00', 'Lufthansa', '11 hours', 283)
('6677f9b57acf35542d8ef7d0', 'SLZ', 'SPC', 100, '2024-06-25', '16:23:00', 'Ryanair', '7 hours', 349)
('6677f9b57acf35542d8ef7d1', 'SLZ', 'SAI', 100, '2024-06-30', '21:16:00', 'Ryanair', '10 hours', 418)
('6677f9b57acf35542d8ef7d2', 'SLZ', 'GCM', 100, '2024-06-29', '21:20:00', 'EasyJet', '10 hours', 394)
('6677f9b57acf35542d8ef7d4', 'TIQ', 'CMF', 100, '2024-06-28', '07:49:00', 'EasyJet', '6 hours', 412)
('6677f9b57acf35542d8ef7d5', 'TIQ', 'SKP', 100, '2024-06-30', '19:51:00', 'British Airways', '2 hours', 278)
('6677f9b57acf35542d8ef7d6', 'TIQ', 'RST', 100, '2024-07-02', '13:35:00', 'Lufthansa', '14 hours', 47)
('6677f9b57acf35542d8ef7d7', 'TIQ', 'SZG', 100, '2024-06-28', '16:56:00', 'Ryanair', '8 hours', 241)
('6677f9b67acf35542d8ef7d9', 'DJJ', 'UME', 100, '2024-06-27', '05:47:00', 'Air France', '11 hours', 279)
('6677f9b67acf35542d8ef7de', 'MCZ', 'IST', 100, '2024-06-27', '12:16:00', 'Lufthansa', '10 hours', 220)
('6677f9b67acf35542d8ef7e3', 'NGB', 'LXA', 100, '2024-06-30', '02:01:00', 'Air France', '7 hours', 373)
('6677f9b67acf35542d8ef7e4', 'NGB', 'TIV', 100, '2024-06-28', '07:11:00', 'Air France', '7 hours', 365)
('6677f9b67acf35542d8ef7e5', 'NGB', 'GGT', 100, '2024-07-01', '21:46:00', 'Air France', '3 hours', 220)
('6677f9b67acf35542d8ef7e6', 'NGB', 'BRM', 100, '2024-06-28', '10:26:00', 'Ryanair', '6 hours', 413)
('6677f9b67acf35542d8ef7e8', 'AAZ', 'RHO', 100, '2024-06-26', '19:08:00', 'Lufthansa', '14 hours', 114)
('6677f9b67acf35542d8ef7ed', 'CUF', 'BVA', 100, '2024-06-24', '10:55:00', 'British Airways', '12 hours', 104)
('6677f9b67acf35542d8ef7ee', 'CUF', 'TXC', 100, '2024-06-26', '15:34:00', 'EasyJet', '7 hours', 486)
('6677f9b67acf35542d8ef7ef', 'CUF', 'MFR', 100, '2024-07-01', '09:57:00', 'EasyJet', '11 hours', 170)
('6677f9b67acf35542d8ef7f0', 'CUF', 'HRB', 100, '2024-06-25', '06:34:00', 'Air France', '12 hours', 157)
('6677f9b67acf35542d8ef7f2', 'LAX', 'JRO', 100, '2024-07-01', '07:56:00', 'Air France', '2 hours', 64)
('6677f9b67acf35542d8ef7f7', 'BDJ', 'LIN', 100, '2024-06-27', '10:51:00', 'EasyJet', '2 hours', 268)
('6677f9b67acf35542d8ef7f8', 'BDJ', 'LBC', 100, '2024-06-28', '08:47:00', 'Ryanair', '3 hours', 299)
('6677f9b67acf35542d8ef7f9', 'BDJ', 'VOG', 100, '2024-06-28', '22:21:00', 'Ryanair', '3 hours', 147)
('6677f9b67acf35542d8ef7fc', 'AAP', 'BWE', 100, '2024-06-24', '06:34:00', 'Ryanair', '12 hours', 107)
('6677f9b67acf35542d8ef7fd', 'AAP', 'SHE', 100, '2024-07-03', '04:48:00', 'British Airways', '2 hours', 90)
('6677f9b67acf35542d8ef7fe', 'AAP', 'TNR', 100, '2024-06-26', '19:51:00', 'Ryanair', '2 hours', 306)
('6677f9b67acf35542d8ef801', 'MDC', 'SWA', 100, '2024-06-30', '16:37:00', 'Lufthansa', '1 hours', 215)
('6677f9b67acf35542d8ef802', 'MDC', 'EAS', 100, '2024-07-03', '19:38:00', 'Air France', '1 hours', 95)
('6677f9b67acf35542d8ef803', 'MDC', 'FAI', 100, '2024-07-01', '18:55:00', 'Lufthansa', '14 hours', 259)
('6677f9b77acf35542d8ef806', 'BRM', 'BOD', 100, '2024-06-29', '20:06:00', 'Lufthansa', '10 hours', 352)
('6677f9b77acf35542d8ef807', 'BRM', 'AXM', 100, '2024-06-27', '14:13:00', 'Lufthansa', '1 hours', 308)
('6677f9b77acf35542d8ef808', 'BRM', 'NBE', 100, '2024-06-28', '00:30:00', 'EasyJet', '8 hours', 400)
('6677f9b77acf35542d8ef809', 'BRM', 'REC', 100, '2024-07-01', '07:06:00', 'Ryanair', '12 hours', 428)
('6677f9b77acf35542d8ef80b', 'MLE', 'REG', 100, '2024-06-29', '18:47:00', 'Ryanair', '6 hours', 398)
('6677f9b77acf35542d8ef810', 'JIB', 'JWN', 100, '2024-06-28', '22:21:00', 'Ryanair', '5 hours', 214)
('6677f9b77acf35542d8ef811', 'JIB', 'ANR', 100, '2024-06-28', '00:45:00', 'Lufthansa', '2 hours', 496)
('6677f9b77acf35542d8ef812', 'JIB', 'NUE', 100, '2024-07-02', '20:42:00', 'EasyJet', '2 hours', 53)
('6677f9b77acf35542d8ef815', 'ANC', 'JUJ', 100, '2024-06-30', '07:52:00', 'EasyJet', '10 hours', 356)
('6677f9b77acf35542d8ef816', 'ANC', 'GLA', 100, '2024-06-27', '05:46:00', 'EasyJet', '7 hours', 485)
('6677f9b77acf35542d8ef81a', 'LXR', 'MQP', 100, '2024-06-27', '12:21:00', 'Ryanair', '10 hours', 335)
('6677f9b77acf35542d8ef81b', 'LXR', 'VRA', 100, '2024-06-27', '15:05:00', 'Lufthansa', '5 hours', 464)
('6677f9b77acf35542d8ef81c', 'LXR', 'ONT', 100, '2024-07-03', '09:15:00', 'British Airways', '8 hours', 446)
('6677f9b77acf35542d8ef81d', 'LXR', 'BFN', 100, '2024-06-29', '19:16:00', 'EasyJet', '13 hours', 335)
('6677f9b77acf35542d8ef81f', 'LAQ', 'MSP', 100, '2024-06-25', '05:00:00', 'British Airways', '3 hours', 82)
('6677f9b77acf35542d8ef820', 'LAQ', 'SNU', 100, '2024-06-28', '22:27:00', 'Air France', '6 hours', 343)
('6677f9b77acf35542d8ef821', 'LAQ', 'PVD', 100, '2024-07-02', '18:05:00', 'Air France', '11 hours', 235)
('6677f9b77acf35542d8ef824', 'SPX', 'CHC', 100, '2024-07-02', '20:28:00', 'Air France', '13 hours', 172)
('6677f9b77acf35542d8ef825', 'SPX', 'ORF', 100, '2024-06-30', '07:55:00', 'Lufthansa', '7 hours', 395)
('6677f9b77acf35542d8ef826', 'SPX', 'SCQ', 100, '2024-06-24', '06:27:00', 'Lufthansa', '2 hours', 285)
('6677f9b77acf35542d8ef829', 'VLN', 'SMR', 100, '2024-06-28', '15:53:00', 'Ryanair', '12 hours', 216)
('6677f9b77acf35542d8ef82a', 'VLN', 'UME', 100, '2024-07-02', '17:29:00', 'Lufthansa', '3 hours', 227)
('6677f9b87acf35542d8ef82e', 'DYG', 'SXB', 100, '2024-06-30', '18:58:00', 'EasyJet', '6 hours', 286)
('6677f9b87acf35542d8ef833', 'ZHA', 'OTP', 100, '2024-06-24', '06:49:00', 'British Airways', '12 hours', 493)
('6677f9b87acf35542d8ef834', 'ZHA', 'SGN', 100, '2024-06-29', '22:17:00', 'Lufthansa', '1 hours', 457)
('6677f9b87acf35542d8ef838', 'LHE', 'BYH', 100, '2024-06-29', '20:55:00', 'Air France', '6 hours', 407)
('6677f9b87acf35542d8ef839', 'LHE', 'DWC', 100, '2024-07-02', '11:47:00', 'Air France', '10 hours', 447)
('6677f9b87acf35542d8ef83a', 'LHE', 'BLA', 100, '2024-06-24', '08:38:00', 'Ryanair', '5 hours', 298)
('6677f9b87acf35542d8ef83d', 'BRQ', 'TIQ', 100, '2024-07-03', '18:10:00', 'Ryanair', '13 hours', 145)
('6677f9b87acf35542d8ef842', 'IFP', 'BYH', 100, '2024-06-26', '02:23:00', 'British Airways', '14 hours', 172)
('6677f9b87acf35542d8ef843', 'IFP', 'IAR', 100, '2024-06-24', '19:17:00', 'Air France', '14 hours', 171)
('6677f9b87acf35542d8ef844', 'IFP', 'OUD', 100, '2024-06-26', '17:32:00', 'Ryanair', '3 hours', 323)
('6677f9b87acf35542d8ef847', 'LCK', 'CMF', 100, '2024-07-03', '18:48:00', 'Lufthansa', '2 hours', 82)
('6677f9b87acf35542d8ef848', 'LCK', 'YYT', 100, '2024-06-25', '23:13:00', 'British Airways', '7 hours', 44)
('6677f9b87acf35542d8ef849', 'LCK', 'EDI', 100, '2024-06-26', '20:25:00', 'British Airways', '2 hours', 326)
('6677f9b87acf35542d8ef84c', 'DEN', 'BQS', 100, '2024-06-27', '18:21:00', 'Ryanair', '2 hours', 472)
('6677f9b87acf35542d8ef851', 'TRS', 'MAD', 100, '2024-06-27', '14:17:00', 'Ryanair', '9 hours', 53)
('6677f9b87acf35542d8ef852', 'TRS', 'CPT', 100, '2024-06-24', '15:37:00', 'Lufthansa', '2 hours', 226)
('6677f9b87acf35542d8ef856', 'SHJ', 'TIA', 100, '2024-06-28', '10:11:00', 'Lufthansa', '11 hours', 206)
('6677f9b87acf35542d8ef857', 'SHJ', 'ABQ', 100, '2024-06-30', '01:54:00', 'Ryanair', '9 hours', 343)
('6677f9b87acf35542d8ef858', 'SHJ', 'UME', 100, '2024-06-26', '04:18:00', 'Lufthansa', '12 hours', 156)
('6677f9b97acf35542d8ef85b', 'PDU', 'CRK', 100, '2024-07-03', '15:54:00', 'Air France', '2 hours', 93)
('6677f9b97acf35542d8ef85c', 'PDU', 'KHE', 100, '2024-06-29', '05:29:00', 'Lufthansa', '4 hours', 328)
('6677f9b97acf35542d8ef860', 'MLZ', 'CBR', 100, '2024-07-02', '13:45:00', 'Air France', '7 hours', 418)
('6677f9b97acf35542d8ef861', 'MLZ', 'ZHA', 100, '2024-07-01', '10:51:00', 'EasyJet', '7 hours', 282)
('6677f9b97acf35542d8ef862', 'MLZ', 'BIK', 100, '2024-06-25', '01:21:00', 'Ryanair', '7 hours', 213)
('6677f9b97acf35542d8ef863', 'MLZ', 'LPP', 100, '2024-06-27', '22:19:00', 'Ryanair', '12 hours', 154)
('6677f9b97acf35542d8ef865', 'AZN', 'ADA', 100, '2024-06-28', '13:20:00', 'Lufthansa', '12 hours', 415)
('6677f9b97acf35542d8ef86a', 'LXR', 'VOG', 100, '2024-06-27', '12:34:00', 'British Airways', '13 hours', 55)
('6677f9b97acf35542d8ef86b', 'LXR', 'TSN', 100, '2024-06-27', '19:21:00', 'Air France', '10 hours', 286)
('6677f9b97acf35542d8ef86c', 'LXR', 'TRF', 100, '2024-06-29', '14:37:00', 'EasyJet', '8 hours', 374)
('6677f9b97acf35542d8ef86d', 'LXR', 'CIJ', 100, '2024-07-02', '23:31:00', 'Ryanair', '6 hours', 440)
('6677f9b97acf35542d8ef86f', 'RVN', 'PVD', 100, '2024-06-27', '11:19:00', 'Ryanair', '10 hours', 115)
('6677f9b97acf35542d8ef870', 'RVN', 'ICN', 100, '2024-06-26', '06:01:00', 'EasyJet', '14 hours', 164)
('6677f9b97acf35542d8ef874', 'NYO', 'CRA', 100, '2024-06-29', '21:45:00', 'Lufthansa', '10 hours', 304)
('6677f9b97acf35542d8ef875', 'NYO', 'LUZ', 100, '2024-06-29', '11:26:00', 'Air France', '13 hours', 212)
('6677f9b97acf35542d8ef876', 'NYO', 'CLT', 100, '2024-06-25', '00:57:00', 'Air France', '3 hours', 416)
('6677f9b97acf35542d8ef879', 'NAG', 'OPO', 100, '2024-06-26', '02:57:00', 'Lufthansa', '11 hours', 291)
('6677f9b97acf35542d8ef87a', 'NAG', 'NCL', 100, '2024-07-01', '06:32:00', 'British Airways', '12 hours', 233)
